id,week,center_id,meal_id,checkout_price,base_price,emailer_for_promotion,homepage_featured,num_orders
1356651,43,24,2569,325.01,324.01,0,0,539
1447096,43,24,2490,235.74,234.74,0,0,310
1371898,43,11,1885,141.62,141.62,0,0,1026
1388528,43,11,1993,145.53,145.53,0,0,728
1358544,43,11,2539,143.62,143.62,0,0,743
1409747,43,11,2139,297.82,297.82,0,0,40
1085700,43,11,2631,150.38,150.38,0,0,121
1124783,43,11,1248,155.26,154.26,0,0,109
1284114,43,11,1778,183.36,184.36,0,0,526
1231530,43,11,1062,183.36,184.36,0,0,743
1473761,43,11,2707,228.98,228.98,0,0,1067
1276240,43,11,1207,474.33,476.33,0,0,107
1109822,43,11,1230,427.8,475.33,0,0,13
1312180,43,11,2322,459.81,458.81,0,0,123
1472333,43,11,2290,321.13,320.13,0,0,811
1468141,43,11,1727,445.23,446.23,0,0,526
1187933,43,11,1109,319.13,321.13,0,0,620
1435674,43,11,2577,282.33,280.33,0,0,123
1427539,43,11,2640,282.33,282.33,0,0,323
1328560,43,11,1878,282.33,282.33,0,0,94
1453373,43,11,2306,340.53,339.53,0,0,14
1376807,43,11,1216,406.43,407.43,0,0,53
1001145,43,11,2126,534.53,532.53,0,0,135
1048796,43,11,2826,320.13,320.13,0,0,757
1372126,43,11,1754,309.43,309.43,0,0,176
1069170,43,11,1971,243.53,309.43,0,0,620
1455652,43,11,1902,446.23,445.23,0,0,13
1074780,43,11,1247,446.23,446.23,0,0,13
1402848,43,11,1198,196,195,0,0,379
1076756,43,11,1311,146.53,172.66,0,0,568
1162550,44,24,2322,476.33,475.33,0,0,95
1379086,44,24,2290,264.87,263.87,0,0,1351
1017634,44,24,1727,445.23,445.23,0,0,391
1146399,44,24,1109,244.47,307.49,0,0,1026
1315972,44,24,2577,280.33,282.33,0,0,242
1211705,44,24,2640,282.33,280.33,0,0,163
1243989,44,24,1878,282.33,281.33,0,0,176
1369404,44,24,2126,503.43,503.43,0,0,81
1010625,44,24,2826,321.13,321.13,0,0,405
1217786,44,24,1754,281.3,283.3,0,0,148
1389044,44,24,1902,445.23,446.23,0,0,15
1322276,44,24,1247,447.23,445.23,0,0,26
1241658,44,24,1770,486.03,485.03,0,0,68
1171743,44,24,1311,167.84,167.84,0,0,284
1463049,44,24,1803,188.24,187.24,0,0,135
1077999,44,24,1438,218.28,218.28,0,0,202
1319540,44,24,2494,219.28,219.28,0,0,108
1195940,44,24,1847,217.28,217.28,0,0,28
1045673,44,24,1558,680.03,678.03,0,0,69
1405862,44,24,2581,678.03,678.03,0,0,216
1060706,44,24,1962,678.03,680.03,0,0,175
1364297,44,24,1445,620.86,620.86,0,0,109
1217576,44,24,2444,620.86,619.86,0,0,108
1314652,44,24,2867,619.86,619.86,0,0,14
1332637,44,24,2760,241.53,243.53,0,0,121
1211985,44,24,1525,263.87,291.03,0,1,406
1185096,44,24,2704,264.87,292.03,0,1,594
1373400,44,24,1543,389,484.03,1,0,311
1161510,44,24,2304,390,484.03,1,0,204
1250580,44,24,2664,332.71,332.71,0,0,540
1025749,44,24,2569,333.71,334.71,0,0,539
1360559,44,24,2490,254.2,254.2,0,0,595
1399187,44,11,1885,140.65,141.65,0,0,1052
1445174,44,11,1993,143.62,142.62,0,0,688
1319014,44,11,2539,142.62,141.62,0,0,648
1016066,45,11,1311,154.26,191.09,0,0,676
1371650,45,11,1803,177.54,178.54,0,0,634
1499464,45,11,1438,233.8,233.8,0,0,69
1313802,45,11,2494,234.8,232.8,0,0,94
1167773,45,11,1847,233.8,232.8,0,0,40
1475391,45,11,1558,484.03,679.03,1,0,433
1109788,45,11,2581,485.03,680.03,1,0,377
1419888,45,11,1962,486.03,678.03,1,1,688
1440947,45,11,1445,620.86,619.86,0,0,134
1471464,45,11,2444,620.86,618.86,0,0,121
1405770,45,11,2867,620.86,619.86,0,0,108
1278552,45,11,2760,241.53,242.53,0,0,231
1477312,45,11,1525,263.87,263.87,0,0,378
1441838,45,11,2704,264.87,264.87,0,0,204
1343238,45,11,2492,314.28,387.03,0,0,55
1367056,45,11,1543,390,484.03,0,0,55
1196318,45,11,2304,388,484.03,0,0,94
1355812,45,11,2664,321.13,321.13,0,0,379
1004466,45,11,2569,333.71,334.71,0,0,242
1208678,45,11,2490,254.2,252.2,0,0,661
1062840,45,83,1885,105.73,119.37,0,1,1215
1437613,45,83,1993,102.88,122.28,0,1,1052
1000004,45,83,2539,95.06,120.34,0,0,271
1082102,45,83,2139,308.49,307.49,0,0,28
1145482,45,83,2631,150.41,143.59,0,1,40
1353021,45,83,1248,150.35,153.26,0,1,67
1310256,45,83,1778,183.36,184.36,0,0,352
1021273,45,83,1062,179.48,180.48,0,0,622
1405045,45,83,2707,224.13,222.13,0,0,500
1182756,45,83,1207,313.37,311.37,0,0,310
1486231,45,83,1230,317.22,317.22,0,0,189
1392355,45,83,2322,298.76,299.76,0,0,217
1192946,45,83,2290,239.59,279.42,1,1,2713
1468385,45,83,1727,426.83,426.83,0,0,392
1033076,46,24,2867,619.86,620.86,0,0,42
1440678,46,24,2760,193.03,241.53,0,0,297
1494533,46,24,1525,290.06,289.06,0,0,377
1318174,46,24,2704,290.03,291.03,0,0,298
1301268,46,24,1543,390,486.03,0,0,107
1313788,46,24,2304,400.67,485.03,0,0,121
1102126,46,24,2664,323.98,324.98,0,0,148
1365937,46,24,2569,329.86,329.86,0,0,135
1023224,46,24,2490,254.2,253.2,0,0,283
1279697,46,11,1885,146.53,146.53,0,0,1607
1336848,46,11,1993,146.53,146.53,0,0,811
1120062,46,11,2539,142.59,142.59,0,0,648
1351432,46,11,2139,298.82,296.82,0,0,14
1104229,46,11,2631,153.26,153.26,0,0,26
1341672,46,11,1248,153.26,153.26,0,0,109
1132585,46,11,1778,161.05,160.05,0,0,742
1090483,46,11,1062,160.11,179.48,0,0,1025
1492482,46,11,2707,203.76,203.76,0,0,1241
1250376,46,11,1207,459.81,460.81,0,0,40
1218038,46,11,1230,476.33,476.33,0,0,42
1185093,46,11,2322,475.33,475.33,0,0,67
1318210,46,11,2290,257.08,298.82,0,0,919
1367512,46,11,1727,394.82,394.82,0,0,689
1294946,46,11,1109,231.89,320.13,1,1,2768
1055192,46,11,2577,281.33,280.33,0,0,202
1310295,46,11,2640,282.33,282.33,0,0,190
1462275,46,11,1878,282.33,281.33,0,0,163
1361859,46,11,2306,339.53,338.53,0,0,13
1052364,46,11,1216,406.43,407.43,0,0,41
1030412,46,11,2126,504.43,504.43,0,1,40
1077105,46,11,2826,252.26,319.13,1,0,486
1223657,46,11,1754,239.59,309.43,1,1,365
1406095,46,11,1971,241.53,307.49,1,1,1176
1186850,46,11,1902,358.93,447.23,0,0,27
1026867,46,11,1770,435.53,484.03,0,0,28
1321133,47,149,2707,214.37,216.37,0,0,107
1242690,47,149,1230,304.61,304.61,0,0,406
1144466,47,149,2322,324.98,325.98,0,0,148
1129787,47,149,2290,272.63,311.43,0,0,378
1488796,47,149,1727,426.83,426.83,0,0,162
1443223,47,149,1109,227.98,319.13,1,1,406
1451018,47,149,2640,280.33,280.33,0,1,122
1025403,47,149,1878,280.33,282.33,0,1,69
1409510,47,149,2306,338.53,339.53,0,0,14
1295525,47,149,2126,435.59,552.93,0,1,26
1054577,47,149,2826,242.5,327.86,1,0,243
1397775,47,149,1754,242.5,311.43,1,0,189
1470073,47,149,1971,244.5,309.43,1,0,95
1166407,47,149,1558,532.53,640.23,1,0,149
1030297,47,149,2581,532.53,641.23,1,0,69
1185693,47,149,1962,532.53,641.23,1,0,40
1121716,47,149,1445,629.53,629.53,0,0,27
1267049,47,149,1525,290.03,290.03,0,0,14
1460027,47,149,2704,292.03,292.03,0,0,67
1074163,47,149,2492,292.03,445.23,0,0,69
1475436,47,149,2304,465.63,464.63,0,0,13
1477444,47,149,2664,327.89,327.89,0,0,122
1110501,47,149,2569,326.89,327.89,0,0,244
1374290,47,149,2490,234.74,234.74,0,0,163
1288581,47,89,1885,143.56,144.56,0,0,1093
1384187,47,89,1993,142.65,141.65,0,0,635
1499894,47,89,2539,144.53,144.53,0,0,553
1376676,47,89,2139,298.82,296.82,0,0,14
1214870,47,89,2631,155.26,153.26,0,0,107
1185344,47,89,1248,154.26,154.26,0,0,80
1125106,47,89,1778,160.08,183.33,0,0,473
1496194,47,89,1062,161.08,184.33,0,0,473
1264322,47,89,2707,222.13,222.13,0,0,485
1018607,47,89,1207,474.33,475.33,0,0,28
1299098,47,89,1230,476.33,475.33,0,0,41
1477375,48,24,2867,626.68,626.68,0,0,123
1096535,48,24,2760,195.97,242.53,0,0,298
1074919,48,24,1525,291.03,290.03,0,0,229
1040852,48,24,2704,292.03,290.03,0,0,351
1477101,48,24,1543,484.03,485.03,0,0,150
1489813,48,24,2304,486.03,486.03,0,0,163
1293960,48,24,2664,334.71,333.71,0,0,730
1055346,48,24,2569,334.71,334.71,0,0,663
1322627,48,24,2490,192.09,254.2,1,1,782
1468159,48,11,1885,120.28,142.59,0,1,1485
1074528,48,11,1993,120.28,146.53,0,0,919
1355745,48,11,2539,123.25,142.65,0,1,865
1420285,48,11,2631,155.26,153.26,0,0,161
1397797,48,11,1248,154.26,155.26,0,0,108
1215657,48,11,1778,185.33,185.33,0,0,621
1208124,48,11,1062,181.39,181.39,0,0,944
1203905,48,11,2707,194.06,226.01,1,1,2011
1340634,48,11,1207,474.36,475.36,0,0,107
1246837,48,11,1230,462.69,464.69,0,0,53
1048521,48,11,2322,463.66,464.66,0,0,297
1182675,48,11,2290,268.69,269.69,0,0,933
1424367,48,11,1727,447.23,446.23,0,0,566
1244233,48,11,1109,272.63,320.13,0,0,891
1318390,48,11,2577,282.33,282.33,0,0,256
1302913,48,11,2640,281.33,282.33,0,0,297
1340059,48,11,1878,282.33,280.33,0,0,189
1051637,48,11,2306,320.13,321.13,0,0,68
1290512,48,11,1216,406.43,408.43,0,0,41
1111824,48,11,2126,533.53,532.53,0,0,27
1338772,48,11,2826,320.16,319.16,0,0,1014
1097714,48,11,1754,167.84,309.43,1,0,2376
1444215,48,11,1971,172.69,308.49,1,0,2134
1381470,48,11,1902,357.93,445.23,0,0,27
1448555,48,11,1770,484.03,485.03,0,0,15
1072595,48,11,1198,165.93,165.93,0,0,446
1043903,48,11,1311,166.9,185.3,0,0,784
1493127,48,11,1803,175.57,177.57,0,0,269
1257299,48,11,1438,233.8,232.8,0,0,40
1374173,48,11,2494,233.8,233.8,0,0,42
1404359,48,11,1847,233.8,232.8,0,0,68
1420933,48,11,1558,638.29,637.29,0,0,80
1415128,48,11,2581,680.03,679.03,0,0,82
1003604,48,11,1962,669.3,669.3,0,0,366
1245578,48,11,1445,618.86,619.86,0,0,108
1497029,48,11,2444,620.86,619.86,0,0,69
1476933,48,11,2867,619.86,618.86,0,0,69
1485485,48,11,2760,193.03,241.53,0,0,189
1212585,48,11,1525,292.03,292.03,0,0,190
1347163,48,11,2704,290.03,292.03,0,0,122
1033006,48,11,2492,324.04,389.03,0,1,40
1394993,48,11,1543,486.03,485.03,0,0,42
1247795,48,11,2304,486.03,485.03,0,0,28
1170993,48,11,2664,319.13,320.13,0,0,621
1062262,48,11,2569,332.71,334.71,0,0,177
1223020,48,11,2490,194.03,252.2,1,1,1512
1485826,49,24,1311,168.81,169.81,0,0,514
1497478,49,24,1803,175.57,200.82,0,0,258
1282960,49,24,1438,240.56,242.56,0,0,162
1310230,49,24,2494,240.56,242.56,0,0,96
1440010,49,24,1847,240.56,241.56,0,0,107
1172460,49,24,1558,679.03,678.03,0,0,81
1086101,49,24,2581,678.03,679.03,0,0,190
1470939,49,24,1962,679.03,680.03,0,0,162
1338575,49,24,1445,618.86,619.86,0,0,109
1388290,49,24,2444,619.86,618.86,0,0,95
1311615,49,24,2867,619.86,619.86,0,0,41
1185313,49,24,2760,243.53,241.53,0,0,310
1413331,49,24,1525,292.03,292.03,0,0,351
1019860,49,24,2704,291.03,291.03,0,0,298
1100046,49,24,1543,486.03,485.03,0,0,188
1139649,49,24,2304,486.03,484.03,0,0,122
1207144,49,24,2664,332.71,334.71,0,0,352
1011815,49,24,2569,334.71,332.71,0,0,350
1241121,49,24,2490,196.94,254.2,0,0,717
1439172,49,11,1885,122.25,143.59,0,0,1486
1371745,49,11,1993,119.31,145.53,0,0,838
1444314,49,11,2539,122.25,142.65,0,0,676
1174531,49,11,2139,298.82,298.82,0,0,28
1020407,49,11,2631,153.32,152.32,0,0,123
1491092,49,11,1248,153.26,154.26,0,0,121
1071143,49,11,1778,183.39,183.39,0,0,555
1110086,49,11,1062,182.36,183.36,0,0,553
1111937,49,11,2707,191.09,227.01,0,0,1189
1499796,49,11,1207,288.09,475.36,1,0,568
1060562,49,11,1230,287.12,462.69,1,1,931
1404748,49,11,2322,286.15,465.66,1,1,1363
1026426,49,11,2290,279.42,279.42,0,0,958
1363452,49,11,1727,446.23,447.23,0,0,486
1197279,49,11,1109,278.45,321.13,0,0,501
1456819,49,11,2577,280.33,280.33,0,0,135
1131722,49,11,2640,280.33,282.33,0,0,283
1186812,49,11,1878,280.33,282.33,0,0,190
1197096,49,11,2306,340.53,338.53,0,0,68
1326255,49,11,1216,408.43,408.43,0,0,14
1115165,49,11,2126,533.53,533.53,0,0,14
1320239,49,11,2826,320.13,320.13,0,0,878
1017162,49,11,1754,260.02,309.43,0,0,836
1110378,49,11,1971,309.43,309.43,0,0,391
1340990,49,11,1902,447.23,445.23,0,0,28
1305172,49,11,1770,484.03,484.03,0,0,15
1151550,49,11,1198,175.63,175.63,0,0,446
1032457,49,11,1311,160.05,184.3,0,0,647
1471074,49,11,1803,169.78,168.78,0,0,487
1447671,49,11,1438,242.56,242.56,0,0,107
1368182,49,11,2494,241.56,241.56,0,0,41
1334030,49,11,1847,251.29,250.29,0,0,94
1364135,49,11,1558,680.03,679.03,0,0,69
1486526,49,11,2581,678.03,680.03,0,0,149
1170681,49,11,1962,678.03,679.03,0,0,339
1334441,49,11,1445,618.86,618.86,0,0,107
1288545,49,11,2444,623.74,622.74,0,0,189
1292853,49,11,2867,619.86,620.86,0,0,67
1347009,49,11,2760,241.53,242.53,0,0,215
1099690,49,11,1525,291.03,290.03,0,0,325
1359186,49,11,2704,291.03,291.03,0,0,175
1349604,49,11,2492,355.02,389.03,0,1,40
1474335,49,11,1543,485.03,484.03,0,0,69
1177981,49,11,2304,486.03,484.03,0,0,67
1127698,49,11,2664,320.13,320.13,0,0,662
1094266,49,11,2569,334.71,334.71,0,0,217
1002809,49,11,2490,193.03,252.2,0,0,1621
1006420,49,83,1885,97.03,119.37,1,1,1230
1389358,49,83,1993,96.06,121.28,1,1,1080
1284090,49,83,2539,96.03,119.34,1,0,325
1432868,49,83,2139,308.49,308.49,0,0,14
1310654,49,83,2631,99,136.83,0,0,13
1010157,49,83,1248,98,147.44,0,0,55
1405130,49,83,1778,177.54,176.54,0,0,190
1088321,49,83,1062,175.6,175.6,0,0,446
1389910,49,83,2707,189.18,224.1,0,0,459
1391779,49,83,1207,284.24,316.28,1,1,620
1400167,49,83,1230,291.06,319.16,1,1,608
1296013,49,83,2322,289.12,322.1,1,1,553
1308886,49,83,2290,265.78,267.78,0,0,743
1068080,49,83,1727,426.83,426.83,0,0,256
1130357,49,83,1109,239.65,319.13,0,0,647
1093069,49,83,2577,281.33,280.33,0,0,96
1373403,49,83,2640,282.33,282.33,0,0,663
1161525,49,83,1878,281.33,280.33,0,0,485
1346934,49,83,2306,338.53,339.53,0,0,27
1492771,49,83,1216,418.13,418.13,0,0,15
1469517,49,83,2826,242.53,328.86,0,0,458
1329614,49,83,1754,279.42,277.42,0,0,838
1088228,49,83,1971,268.75,309.43,0,0,676
1450994,49,83,1902,484.03,485.03,0,0,41
1195285,49,83,1558,639.23,640.23,0,0,122
1275018,49,83,2581,641.23,640.23,0,0,121
1384370,49,83,1962,641.23,640.23,0,0,203
1209180,49,83,1445,631.53,630.53,0,0,108
1369389,49,83,2444,630.53,630.53,0,0,96
1142939,49,83,2867,629.53,629.53,0,0,108
1115144,49,83,2760,175.63,227.98,0,0,325
1055017,49,83,1525,242.53,292.03,0,0,108
1426192,49,83,2704,242.53,271.63,0,0,324
1210714,49,83,2492,445.23,408.43,0,1,28
1352500,49,83,1543,466.63,464.63,0,0,13
1410327,49,83,2304,466.63,466.63,0,0,13
1222262,49,83,2664,326.89,328.89,0,0,512
1078712,49,83,2569,326.89,328.89,0,0,405
1294458,49,83,2490,197.94,244.5,1,0,311
1072798,49,32,1885,95.09,98.03,1,0,1242
1226963,49,32,1993,96.06,98.03,1,0,1094
1038778,49,32,2139,309.49,308.49,0,0,26
1053496,49,32,2631,98.03,152.35,0,0,243
1475464,49,32,1248,97.06,152.32,0,0,176
1006611,49,32,1778,175.57,177.57,0,0,107
1347215,49,32,1062,181.45,180.45,0,0,217
1095555,49,32,2707,194.97,224.1,0,0,202
1277530,49,32,1207,282.27,318.19,1,0,297
1068977,50,13,1438,240.56,258.08,0,1,404
1421193,50,13,2494,241.56,257.08,0,1,204
1207771,50,13,1847,241.56,258.08,0,1,419
1343683,50,13,1558,680.03,680.03,0,0,149
1367600,50,13,2581,680.03,679.03,0,0,271
1222619,50,13,1962,679.03,679.03,0,1,485
1297335,50,13,1445,620.86,619.86,0,0,134
1243487,50,13,2444,620.86,619.86,0,0,270
1102662,50,13,2867,618.86,620.86,0,0,271
1435357,50,13,2760,241.53,243.53,0,0,796
1093608,50,13,1525,292.03,291.03,0,0,566
1409647,50,13,2704,290.03,291.03,0,0,445
1163997,50,13,2492,388.03,389.03,0,1,54
1347822,50,13,1543,486.03,486.03,0,0,108
1193963,50,13,2304,486.03,484.03,0,0,202
1105082,50,13,2664,321.13,320.13,0,0,933
1408018,50,13,2569,363.81,362.81,0,0,474
1095223,50,13,2490,249.35,249.35,0,0,701
1248455,50,109,1885,120.28,142.59,0,0,1324
1230125,50,109,1993,120.28,145.56,0,0,946
1242224,50,109,2139,296.82,298.82,0,0,28
1408900,50,109,2631,151.32,151.32,0,0,107
1032827,50,109,1248,153.26,154.26,0,0,136
1367095,50,109,1778,184.33,184.33,0,0,404
1027907,50,109,1062,183.39,183.39,0,0,431
1259919,50,109,2707,190.12,227.01,0,0,688
1033493,50,109,1207,288.15,469.54,0,1,661
1010004,50,109,1230,288.09,474.33,0,1,863
1231377,50,109,2322,289.12,470.48,0,1,1270
1172796,50,109,2290,287.15,287.15,0,0,271
1411331,50,109,1727,446.23,447.23,0,0,256
1121869,50,109,1109,321.13,320.13,0,0,391
1393960,50,109,2577,280.33,282.33,0,0,80
1308129,50,109,2640,282.33,280.33,0,0,109
1231115,50,109,1878,281.33,281.33,0,0,215
1230011,50,109,2306,340.53,339.53,0,0,41
1289156,50,109,1216,408.43,406.43,0,0,96
1455964,50,109,2126,533.53,534.53,0,1,40
1461340,50,109,2826,296.82,296.82,0,0,567
1453585,50,109,1754,261.93,309.43,0,1,501
1497678,50,109,1971,265.81,310.4,0,0,175
1347029,50,109,1902,446.23,445.23,0,0,26
1113629,51,32,1247,486.03,485.03,0,0,15
1413644,51,32,1770,484.03,485.03,0,0,15
1279660,51,32,1558,639.23,641.23,0,0,94
1242891,51,32,2581,641.23,640.23,0,0,148
1449200,51,32,1962,640.23,640.23,0,0,175
1317917,51,32,1445,631.53,631.53,0,0,42
1170665,51,32,2444,630.53,631.53,0,0,41
1423266,51,32,2867,629.53,629.53,0,0,54
1106411,51,32,2760,173.63,219.28,0,0,148
1101986,51,32,1525,292.03,292.03,0,0,53
1471151,51,32,2704,291.03,292.03,0,0,190
1251317,51,32,2492,445.23,445.23,0,0,26
1135673,51,32,1543,465.63,466.63,0,1,40
1473867,51,32,2304,464.63,465.63,0,0,42
1338867,51,32,2664,327.89,328.89,0,0,229
1417675,51,32,2569,326.89,326.89,0,0,163
1470319,51,32,2490,244.5,243.5,0,0,161
1476792,51,13,1885,122.28,141.65,0,1,2808
1098220,51,13,1993,120.28,143.56,0,1,2456
1352919,51,13,2539,121.28,146.53,0,0,1079
1207079,51,13,2139,283.27,282.27,0,0,28
1280986,51,13,2631,155.26,154.26,0,0,188
1199268,51,13,1248,154.29,154.29,0,0,176
1067903,51,13,1778,174.63,174.63,0,0,431
1344389,51,13,1062,183.39,183.39,0,0,204
1308906,51,13,2707,193.06,224.1,0,0,580
1087854,51,13,1207,272.63,457.87,1,0,296
1409668,51,13,1230,271.6,456.9,1,0,323
1392684,51,13,2322,279.42,430.74,1,0,688
1266007,51,13,2290,277.45,278.45,0,0,1256
1320124,51,13,1727,445.23,445.23,0,0,716
1205328,51,13,1109,303.61,304.61,0,0,1214
1372951,51,13,2577,282.33,280.33,0,0,189
1127684,51,13,2640,280.33,281.33,0,0,432
1326101,51,13,1878,282.33,281.33,0,0,296
1078235,51,13,2306,339.53,340.53,0,0,55
1309831,51,13,1216,407.43,407.43,0,0,80
1015727,51,13,2826,321.13,319.13,0,0,837
1298844,51,13,1754,311.43,310.43,0,0,485
1060204,51,13,1971,310.4,310.4,0,0,312
1298304,51,13,1902,446.23,447.23,0,0,54
1018553,52,80,2539,122.25,143.62,1,0,755
1097034,52,80,2631,155.26,153.26,0,0,55
1380300,52,80,1248,150.35,150.35,0,0,69
1422975,52,80,1778,182.36,183.36,0,0,352
1137972,52,80,1062,181.39,182.39,0,0,243
1034744,52,80,2707,192.06,230.89,0,0,690
1302472,52,80,1207,286.15,476.33,1,1,728
1400164,52,80,1230,292.94,476.33,1,1,890
1016235,52,80,2322,287.18,461.75,1,0,1052
1328925,52,80,2290,287.15,287.15,0,0,674
1408522,52,80,1727,447.23,445.23,0,0,514
1353984,52,80,1109,294.94,293.94,0,0,501
1434588,52,80,2577,282.33,280.33,0,0,42
1083995,52,80,2640,282.33,281.33,0,0,42
1213554,52,80,1878,281.33,280.33,0,0,28
1461582,52,80,2306,242.5,338.53,0,0,81
1391730,52,80,1216,407.43,407.43,0,0,40
1360882,52,80,2126,437.5,532.53,0,0,82
1081973,52,80,2826,319.13,320.13,0,0,744
1153114,52,80,1754,305.61,305.61,0,0,703
1487046,52,80,1971,310.4,312.4,0,0,431
1253436,52,80,1198,182.36,321.13,0,0,95
1475198,52,80,1311,160.05,201.82,0,0,54
1341385,52,80,1803,162.05,255.11,0,0,217
1371621,52,80,1438,241.56,241.56,0,0,42
1313736,52,80,2494,249.32,249.32,0,0,54
1248515,52,80,1847,242.56,241.56,0,0,96
1246741,52,80,1558,680.03,679.03,0,0,40
1427511,52,80,2581,680.03,678.03,0,0,163
1043634,52,80,1962,678.03,680.03,0,0,231
1378683,52,80,1445,388.03,618.86,1,1,595
1310362,52,80,2444,387.03,620.86,1,1,865
1159142,52,80,2867,387.03,619.86,1,0,256
1064262,52,80,2760,242.53,241.53,0,0,54
1112199,52,80,1525,290.03,291.03,0,0,94
1333457,52,80,2492,389.03,387.03,0,0,27
1397942,52,80,1543,485.03,484.03,0,0,82
1331460,52,80,2304,486.03,486.03,0,0,42
1145549,52,80,2664,319.13,320.13,0,0,526
1437648,52,80,2569,363.81,361.81,0,0,460
1286590,52,80,2490,196.97,252.2,1,1,2416
1333668,52,43,1885,122.28,142.59,1,0,2376
1472541,52,43,1993,122.25,143.62,1,0,1257
1263091,52,43,2539,121.28,141.62,1,0,1311
1431608,52,43,2139,296.82,296.82,0,0,13
1182053,52,43,2631,154.26,153.26,0,0,215
1424388,52,43,1248,152.29,154.29,0,0,163
1113038,52,43,1778,182.39,183.39,0,0,703
1394774,52,43,1062,179.48,180.48,0,0,755
1340398,52,43,2707,191.09,227.98,0,0,1689
1157243,52,43,1207,279.36,469.51,1,0,932
1191783,52,43,1230,279.39,470.51,1,0,567
1022659,52,43,2322,279.36,474.33,1,1,1498
1224008,52,43,2290,280.39,280.39,0,0,1457
1052353,52,43,1727,447.23,447.23,0,0,782
1325046,52,43,1109,292.03,291.03,0,0,1026
1375226,52,43,2577,282.33,282.33,0,0,148
1250631,52,43,2640,280.33,281.33,0,0,458
1460665,52,43,1878,281.33,281.33,0,0,243
1453565,52,43,2306,243.5,339.53,0,1,175
1043712,52,43,1216,408.43,407.43,0,0,121
1398821,52,43,2126,436.5,532.53,0,0,175
1403444,52,43,2826,304.64,304.64,0,0,607
1403736,52,43,1754,290.03,291.03,0,0,1284
1224606,52,43,1971,292.03,291.03,0,0,852
1435943,52,43,1902,445.23,445.23,0,0,54
1439387,52,43,1247,446.23,446.23,0,0,81
1023657,52,43,1770,486.03,485.03,0,0,53
1388063,52,43,1198,143.56,198.88,0,0,270
1496192,52,43,1311,171.69,172.69,0,0,878
1408803,52,43,1803,163.99,161.99,0,0,756
1140634,52,43,1438,242.56,241.56,0,0,175
1028994,52,43,2494,242.56,242.56,0,0,229
1312739,52,43,1847,240.56,240.56,0,0,229
1061427,52,43,1558,680.03,679.03,0,0,161
1465860,52,43,2581,680.03,678.03,0,0,217
1089138,52,43,1962,680.03,679.03,0,0,446
1149463,52,43,1445,388.03,619.86,1,0,1067
1478095,52,43,2444,388.03,619.86,1,0,1000
1140616,52,43,2867,389.03,620.86,1,1,796
1333968,52,43,2760,242.53,242.53,0,0,364
1253146,52,43,1525,290.03,291.03,0,0,188
1338097,52,43,2704,292.03,292.03,0,0,243
1094359,52,43,2492,388.03,387.03,0,0,80
1382364,52,43,1543,486.03,485.03,0,0,149
1233113,52,43,2304,486.03,485.03,0,0,80
1434115,52,43,2664,336.65,334.65,0,0,730
1312978,52,43,2569,336.65,334.65,0,0,528
1128006,52,43,2490,195,252.2,1,1,3119
1194586,52,65,1885,96.03,98.03,1,0,1068
1336016,52,65,1993,96.06,96.06,1,0,825
1051575,52,65,2539,97.03,96.03,1,0,244
1430649,52,65,2139,308.49,308.49,0,0,13
1270929,52,65,1248,140.71,140.71,0,0,148
1009755,52,65,1778,180.48,180.48,0,0,189
1067882,52,65,1062,181.39,181.39,0,0,339
1079024,53,11,2539,120.28,140.65,1,1,1417
1189189,53,11,2139,297.82,296.82,0,0,42
1152008,53,11,2631,153.26,154.26,0,0,122
1269203,53,11,1248,152.32,153.32,0,0,190
1024607,53,11,1778,183.36,183.36,0,0,824
1038866,53,11,1062,183.39,183.39,0,0,689
1236124,53,11,2707,195.03,228.01,0,0,1457
1482123,53,11,1207,285.21,475.36,0,0,890
1489686,53,11,1230,289.09,462.69,0,1,715
1171187,53,11,2322,286.15,465.66,0,1,1620
1173562,53,11,2290,279.39,279.39,0,0,973
1496479,53,11,1727,437.53,435.53,0,0,621
1238147,53,11,1109,280.33,281.33,0,0,648
1188464,53,11,2577,281.33,280.33,0,0,190
1330601,53,11,2640,282.33,281.33,0,0,216
1172855,53,11,1878,280.33,282.33,0,0,134
1350623,53,11,2306,248.32,339.53,1,0,244
1070929,53,11,1216,387.03,389.03,0,0,68
1352368,53,11,2126,437.5,532.53,0,0,109
1212111,53,11,2826,321.13,320.13,0,0,918
1352612,53,11,1754,311.43,311.43,0,0,702
1085218,53,11,1971,310.4,312.4,0,0,393
1388551,53,11,1902,417.13,417.13,0,0,55
1175285,53,11,1770,436.53,486.03,0,0,26
1223805,53,11,1198,168.84,167.84,0,0,283
1187805,53,11,1311,183.36,184.36,0,0,663
1159320,53,11,1803,167.84,167.84,0,0,310
1045028,53,11,1438,240.56,240.56,0,0,69
1275064,53,11,2494,242.56,241.56,0,0,13
1476981,53,11,1847,240.56,242.56,0,0,40
1356547,53,11,1558,678.03,680.03,0,0,122
1289208,53,11,2581,678.03,678.03,0,0,94
1422200,53,11,1962,680.03,679.03,0,0,351
1184954,53,11,1445,389.03,618.86,1,1,796
1166428,53,11,2444,387.03,619.86,1,1,744
1433959,53,11,2867,387.03,619.86,1,0,258
1114085,53,11,2760,219.25,219.25,0,0,244
1316512,53,11,1525,292.03,292.03,0,0,269
1416635,53,11,2704,290.03,290.03,0,0,177
